Video Name,Action_x,Video Category,Experience Level,Age Group,Video Upload Date,Gender,Likes,Views,Video Length,Region,Link,CONTAINS PERSON,Gen AI Used,#1 tool,#2 tool,#3 tool,#1 tool time,#2 tool time,#3 tool time
How to design product label design in photoshop,Line -> Pen -> Slice -> Pen -> Note -> Ellipse -> Pen -> Ellipse -> Note -> Brush -> Note -> Brush -> Ellipse -> Pen -> Ellipse -> Gradient -> Ellipse -> Gradient -> Ellipse -> Gradient -> Ellipse -> Slice -> Pen -> Slice -> Move -> Pen -> Ellipse -> Pen -> Slice -> Line -> Pen -> Slice -> Pen -> Slice -> Pen -> Note -> Pen -> Gradient -> Line -> Gradient -> Slice -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Line -> Move -> Dodge -> Burn -> Dodge -> Line -> Move -> Pen -> Dodge -> Pen -> Slice -> Pen -> Dodge -> Pen -> Gradient -> Rectangle -> Pen -> Gradient -> Rectangle -> Gradient -> Rectangle -> Gradient -> Note -> Rectangle -> Gradient -> Rectangle -> Slice -> Gradient -> Rectangle -> Gradient -> Rectangle -> Pen -> Rectangle -> Gradient -> Rectangle -> Gradient -> Rectangle -> Polygon -> Ellipse -> Gradient -> Rectangle -> Gradient -> Ellipse -> Gradient -> Ellipse -> Gradient -> Rectangle -> Gradient -> Rectangle -> Gradient -> Rectangle -> Gradient -> Rectangle -> Gradient -> Rectangle -> Gradient -> Pen -> Gradient,3D Mockups,Beginner,Young,3/18/2024,Male,15.0,529.0,28.0,US,,,,Gradient,Pen,Ellipse,637,364,150
How to make logo in photoshop ｜ Photoshop Logo Design Tutorial,Pen -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Rectangle -> Gradient -> Rectangle -> Gradient -> Rectangle -> Gradient -> Pencil -> Gradient -> Pen -> Gradient,Graphic Designing,Beginner,Young,,Male,,,,UK,,,,Gradient,Pen,Rectangle,256,9,7
Learning the basics of drawing in Photoshop,Pen -> Brush -> Pen -> Brush -> Pen -> Note -> Pen -> Brush -> Pen -> Brush -> Note -> Brush -> Note -> Brush -> Pen -> Brush -> Pen -> Brush -> Pen -> Brush -> Pen -> Brush -> Line -> Pen -> Brush -> Pen -> Brush -> Pen -> Brush -> Pen -> Eraser -> Pen -> Brush -> Pen -> Brush -> Pen -> Brush -> Pen -> Count -> Brush -> Pen -> Brush -> Pen -> Brush -> Pen -> Brush -> Pen -> Note -> Brush -> Pen -> Brush -> Pen -> Brush -> Line -> Pen -> Brush -> Pen -> Brush -> Pen -> Brush -> Pen -> Brush -> Lasso -> Pen -> Brush -> Pen -> Brush -> Pen -> Move -> Brush -> Pen -> Brush -> Pen -> Brush -> Move -> Brush -> Pen -> Brush -> Pen -> Brush -> Pen -> Brush -> Pen -> Note -> Pen -> Brush -> Pen -> Brush -> Pen -> Brush -> Pen -> Brush -> Pen -> Brush -> Pen -> Line -> Pen -> Brush -> Pen -> Brush -> Move -> Pen -> Brush -> Dodge -> Pen -> Dodge -> Brush -> Pen -> Brush -> Gradient -> Pen -> Line -> Brush -> Pen -> Lasso -> Brush -> Pen -> Lasso -> Hand -> Brush -> Pen -> Brush -> Pen -> Burn -> Dodge -> Burn -> Dodge -> Pen -> Brush -> Dodge -> Brush -> Pen -> Brush -> Pen -> Brush -> Pen -> Brush -> Pen -> Dodge -> Brush -> Dodge -> Pen -> Brush -> Pen -> Move -> Pen -> Brush -> Eraser -> Pen,Digital Painting,Beginner,Middle -aged,12/21/2019,Male,1200.0,514361.0,80.0,US,,,,Pen,Brush,Lasso,2147,2019,99
MY COMPLETE DIGITAL PAINTING PROCESS,Pencil -> Hand -> Brush -> Hand -> Brush -> Pen -> Brush -> Pen -> Brush -> Line -> Brush -> Line -> Brush -> Line -> Brush -> Line -> Brush -> Line -> Brush -> Line -> Brush -> Line -> Brush -> Line -> Brush -> Line -> Brush -> Line -> Pen -> Line -> Pen -> Brush -> Line -> Pen -> Line -> Slice -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Line -> Brush -> Dodge -> Brush -> Dodge -> Brush -> Dodge -> Brush -> Line -> Brush -> Line -> Brush -> Pen -> Brush -> Line -> Brush -> Move -> Brush -> Line -> Brush -> Line -> Brush -> Line -> Brush -> Line -> Brush -> Blur -> Dodge -> Brush -> Blur -> Brush -> Blur -> Brush -> Blur -> Brush -> Blur -> Brush -> Blur -> Brush -> Pen -> Line -> Brush -> Line -> Brush -> Line -> Pen -> Line -> Dodge -> Blur -> Line -> Pen -> Line -> Pen -> Brush -> Line -> Brush -> Pen -> Brush -> Line -> Pen -> Line -> Brush -> Line -> Brush -> Line -> Brush -> Line,Digital Painting,Intermediate,Young,10/29/2018,Female,80000.0,1851367.0,15.0,US,,,,Brush,Line,Pen,434,267,84
Making an EPIC Sci-Fi scene in Photoshop [Step by Step tutorial],Pen -> Brush -> Dodge -> Line -> Note -> Pen -> Move -> Pen -> Blur -> Brush -> Move -> Pen -> Move -> Pen -> Line -> Pen -> Move -> Pen -> Brush -> Pen -> Brush -> Note -> Brush -> Zoom -> Note -> Gradient -> Pen -> Note -> Count -> Note -> Pen -> Brush -> Pen -> Note -> Brush -> Line -> Pen -> Gradient -> Brush -> Move -> Brush -> Move -> Brush -> Move -> Pen -> Move -> Brush -> Move -> Brush -> Move -> Brush -> Move -> Brush -> Pen -> Move -> Brush -> Move -> Brush -> Move -> Brush -> Move -> Pen -> Ruler -> Move -> Brush -> Move -> Brush -> Move -> Brush -> Move -> Brush -> Pen -> Move -> Brush -> Move -> Brush -> Move -> Brush -> Line -> Pen -> Slice -> Brush -> Pen -> Dodge -> Pen -> Note -> Move -> Dodge -> Gradient -> Brush -> Pen -> Brush -> Note -> Brush -> Note -> Pen -> Note -> Brush -> Note -> Pen -> Move -> Dodge -> Brush -> Dodge,Special Effects,Intermediate,Middle-aged,5/27/2022,Male,625.0,13555.0,27.0,Yugoslavia,,,,Brush,Move,Note,439,322,214
Mastering Photoshop in 2024 Made Easy,Line -> Brush -> Pen -> Move -> Pen -> Eyedropper -> Pen -> Line -> Gradient -> Count -> Gradient -> Count -> Gradient -> Count -> Gradient -> Count -> Pen -> Count -> Pen -> Count -> Pen -> Gradient,Retouching,Intermediate,Young,22/10/2024,Male,1.0,40.0,6.0,US,https://www.youtube.com/watch?v=E7FWwz5c59w&list=PLIke35aX3K3nqejLcs6ZoajItv3BkrKsz&index=3,,,Gradient,Count,Pen,102,61,50
Mastering Photoshop in 2024 Made Easy 2,Line -> Brush -> Pen -> Move -> Pen -> Eyedropper -> Pen -> Line -> Gradient -> Count -> Gradient -> Count -> Gradient -> Count -> Gradient -> Count -> Pen -> Count -> Pen -> Count -> Pen -> Gradient,Retouching,Beginner,Young,,Female,,,,UK,,,,Gradient,Count,Pen,102,61,50
Mastering Photoshop in 2024 Made Easy 3,Line -> Brush -> Pen -> Move -> Pen -> Eyedropper -> Pen -> Line -> Gradient -> Count -> Gradient -> Count -> Gradient -> Count -> Gradient -> Count -> Pen -> Count -> Pen -> Count -> Pen -> Gradient,Retouching,Beginner,Young,,Female,,,,UK,,,,Gradient,Count,Pen,102,61,50
Modeling & Painting Process - Piano,Rectangle -> Pen -> Move -> Pen -> Count -> Line -> Move -> Rotate View -> Note -> Line -> Move -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Move -> Note -> Count -> Line -> Move -> Line -> Move -> Line -> Count -> Rotate View -> Line -> Pen -> Pencil -> Line -> Pen -> Line -> Pen -> Move -> Pen -> Blur -> Count -> Pen -> Line -> Pen -> Note -> Pen -> Pencil -> Pen -> Rectangle -> Blur -> Note -> Pencil -> Line -> Move -> Note -> Pencil -> Pen -> Pencil -> Pen -> Eraser -> Pen -> Brush,Digital Painting,Expert,Young,9/22/2020,Male,27000.0,391420.0,8.0,US,,,,Pen,Line,Move,143,36,33
My 6 Steps to Digital Painting,Pen,Digital Painting,Beginner,Middle -aged,1/19/2023,Male,4900.0,72331.0,22.0,US,,,,Pen,#NUM!,#NUM!,555,#NUM!,#NUM!
PHOTOSHOP TUTORIAL ｜ How to Create A Japanese Branding Package,Pen -> Line -> Pen -> Brush -> Crop -> Custom Shape -> Pen -> Custom Shape -> Crop -> Move -> Pen -> Brush -> Pen -> Rectangle -> Hand -> Pen -> Rectangle -> Pen -> Rectangle -> Hand -> Rectangle -> Pen -> Rectangle -> Hand -> Crop -> Line -> Hand -> Pen -> Crop -> Pen -> Hand -> Crop -> Note -> Slice -> Crop -> Custom Shape -> Pen -> Slice -> Pen -> Rectangle -> Pen -> Rectangle -> Line -> Rectangle -> Pen -> Rectangle -> Zoom,3D Mockups,Beginner,Young,,Male,,,,UK,,,,Pen,Rectangle,Slice,363,132,107
PHOTOSHOP TUTORIAL ｜ How to Create a Complete Brand Design,Line -> Pen -> Note -> Pen -> Rectangle -> Line -> Rectangle -> Pen -> Rectangle -> Pen -> Line -> Count -> Pen -> Direct Selection -> Rectangle -> Brush -> Count -> Rectangle -> Hand -> Rectangle -> Pen -> Rectangle -> Pen -> Rectangle -> Pen -> Rectangle -> Pen -> Slice -> Line -> Zoom -> Pen -> Count -> Pen -> Hand -> Pen -> Note -> Pen -> Note -> Pen -> Line -> Pen -> Line -> Pen -> Gradient -> Pen -> Brush -> Pen -> Zoom -> Rectangle -> Pen -> Note -> Pen -> Zoom -> Pen -> Gradient -> Pen -> Zoom -> Pen -> Line -> Pen -> Rectangle -> Line -> Brush -> Rectangle -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Line -> Crop -> Rectangle -> Crop -> Rectangle -> Gradient -> Rectangle -> Gradient -> Note -> Gradient -> Pen -> Gradient -> Line,3D Mockups,Beginner,Young,,Male,,,,UK,,,,Pen,Rectangle,Gradient,1018,308,182
Package Design Process ｜ Step by Step Product Packaging Design,Line -> Pen -> Line -> Pen -> Polygon -> Pen -> Line -> Pen -> Note -> Line -> Direct Selection -> Line -> Gradient -> Ruler -> Gradient -> Line -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Move -> Gradient -> Count -> Gradient -> Line -> Pen -> Gradient -> Line -> Gradient -> Pen -> Gradient -> Pen -> Note -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Line -> Pen,3D Mockups,Beginner,Young,,Male,,,,UK,,,,Pen,Gradient,Line,252,115,89
Packaging Design Tutorial in Adobe Illustrator and Adobe Photoshop,Gradient -> Line -> Hand -> Ellipse -> Hand -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Move -> Gradient -> Rectangle -> Gradient -> Move -> Gradient -> Eyedropper -> Direct Selection -> Gradient -> Pen -> Gradient -> Move -> Rectangle -> Move -> Direct Selection -> Gradient -> Rectangle -> Move -> Gradient -> Rectangle -> Gradient -> Rectangle -> Gradient -> Move -> Pen -> Gradient -> Pen -> Hand -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Crop -> Move -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Dodge -> Pen -> Gradient -> Move -> Crop -> Move -> Hand -> Gradient -> Line -> Gradient -> Move -> Gradient -> Move -> Line -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Rectangle -> Crop -> Rectangle -> Blur -> Move -> Pen -> Hand -> Pen -> Hand -> Pen -> Hand -> Move -> Dodge -> Pen -> Crop -> Move -> Eyedropper -> Pen -> Direct Selection -> Move -> Line -> Direct Selection -> Pen,3D Mockups,Beginner,Young,9/7/2021,Female,65.0,1239.0,7.0,India,,,,Gradient,Pen,Move,116,44,43
Packaging Design for Beginners： How to Create a Simple Box in InDesign,Line -> Hand -> Note -> Hand -> Gradient -> Line -> Gradient -> Line -> Gradient -> Line -> Gradient -> Line -> Gradient -> Line -> Gradient -> Line -> Gradient -> Line -> Gradient -> Line -> Gradient -> Line -> Gradient -> Line -> Gradient -> Line -> Gradient -> Line -> Crop -> Line -> Gradient -> Crop -> Gradient -> Line -> Gradient -> Line -> Gradient -> Line -> Gradient -> Line -> Gradient -> Line -> Gradient -> Eraser -> Gradient -> Convert Point -> Rectangle -> Gradient -> Pen -> Gradient -> Rectangle -> Gradient -> Rectangle -> Gradient -> Rectangle -> Gradient -> Rectangle -> Gradient -> Polygon -> Gradient -> Polygon -> Gradient -> Rectangle -> Gradient -> Line -> Gradient -> Line -> Gradient -> Line -> Gradient -> Line -> Gradient -> Line -> Gradient -> Ruler -> Gradient -> Rectangle -> Gradient -> Rectangle -> Gradient -> Rectangle -> Gradient -> Line -> Gradient -> Line -> Gradient -> Line -> Gradient -> Line -> Rectangle -> Gradient -> Line -> Gradient -> Line -> Gradient -> Line -> Pen -> Gradient -> Pen -> Gradient -> Line -> Gradient -> Line -> Gradient -> Pen -> Line -> Gradient -> Line -> Gradient -> Line -> Gradient -> Line -> Gradient -> Line -> Hand -> Line -> Gradient -> Move -> Line -> Gradient -> Line -> Gradient -> Line -> Hand -> Gradient -> Line -> Hand -> Line -> Gradient -> Line -> Hand -> Gradient -> Line -> Gradient -> Line -> Hand -> Line -> Gradient -> Hand -> Pen -> Line -> Hand -> Note -> Gradient -> Line -> Hand -> Gradient -> Hand -> Gradient -> Hand -> Gradient -> Line -> Gradient -> Hand -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Crop -> Gradient -> Hand,3D Mockups,Beginner,Young,,Female,,,,UK,,,,Gradient,Line,Hand,316,271,61
Photorealistic Leather Cutting 3D Logo Mockup Tutorial in Adobe Photoshop,Pen -> Note -> Gradient -> Pen -> Gradient -> Pen -> Hand -> Pen -> Note -> Dodge -> Pen -> Note -> Pen -> Gradient -> Dodge -> Pen -> Gradient,3D Mockups,Expert,Young,12/29/2022,Male,3.0,183.0,8.0,US,https://www.youtube.com/watch?v=JHnlStCFfFg&list=PLIke35aX3K3n5qW69OR5VrPFCOoj4pGyd&index=6,,,Gradient,Pen,Note,118,100,50
Photoshop Advanced Tutorial,Gradient -> Pen -> Gradient -> Ruler -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Note -> Gradient -> Note -> Gradient -> Move -> Marquee -> Move -> Marquee -> Move -> Crop -> Move -> Gradient -> Move -> Gradient -> Move -> Lasso -> Crop -> Move -> Lasso -> Move -> Gradient -> Crop -> Gradient -> Count -> Gradient -> Brush -> Gradient -> Brush -> Slice -> Gradient -> Brush -> Slice -> Brush -> Gradient -> Slice -> Gradient -> Slice -> Gradient -> Slice -> Gradient -> Slice -> Gradient -> Slice -> Gradient -> Slice -> Ruler -> Slice -> Ruler -> Slice -> Ruler -> Slice -> Gradient -> Ruler -> Gradient -> Note -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Move -> Gradient -> Line -> Gradient -> Dodge -> Gradient -> Dodge -> Gradient -> Dodge -> Gradient -> Dodge -> Gradient -> Dodge -> Gradient -> Move -> Gradient -> Move -> Gradient -> Move -> Gradient -> Note -> Gradient -> Note -> Gradient -> Dodge -> Gradient -> Pen -> Gradient -> Dodge -> Gradient -> Dodge -> Gradient -> Dodge -> Gradient -> Dodge -> Gradient -> Move -> Gradient -> Dodge -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Dodge -> Gradient -> Dodge -> Gradient -> Dodge -> Line -> Dodge -> Gradient -> Pen -> Gradient -> Dodge -> Gradient -> Dodge -> Gradient -> Ellipse -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ellipse -> Polygon -> Ellipse -> Polygon -> Ellipse -> Polygon -> Ellipse -> Polygon -> Ellipse -> Polygon -> Ellipse -> Polygon -> Ellipse -> Polygon -> Ellipse -> Polygon -> Ellipse -> Polygon -> Ellipse -> Polygon -> Gradient -> Ruler -> Gradient -> Path Selection -> Ruler -> Polygon -> Gradient -> Polygon -> Gradient -> Polygon -> Gradient -> Polygon -> Gradient -> Polygon -> Gradient -> Polygon -> Gradient -> Polygon -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Polygon -> Gradient -> Polygon -> Gradient -> Ruler -> Polygon -> Gradient -> Polygon -> Gradient -> Polygon -> Ruler -> Gradient -> Polygon -> Gradient -> Polygon -> Gradient -> Polygon -> Gradient -> Polygon -> Gradient -> Polygon -> Gradient -> Polygon -> Gradient -> Polygon -> Gradient -> Slice -> Gradient -> Slice -> Gradient -> Crop -> Ellipse -> Gradient -> Ellipse -> Gradient -> Ellipse -> Gradient -> Ellipse -> Gradient -> Ellipse -> Brush -> Slice -> Gradient -> Ellipse -> Slice -> Gradient -> Ellipse -> Gradient -> Ellipse -> Gradient -> Ellipse -> Gradient -> Move -> Ellipse -> Gradient -> Ellipse -> Gradient -> Ellipse -> Gradient -> Ellipse -> Gradient -> Move -> Gradient -> Move -> Gradient -> Move -> Gradient -> Move -> Gradient -> Ruler -> Line -> Ruler -> Line -> Move -> Line -> Count -> Pen -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Move -> Pen -> Move -> Line -> Move -> Line -> Move -> Line -> Move -> Line -> Move -> Line -> Move -> Line -> Move -> Line -> Move -> Line -> Move -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Line -> Pen -> Move -> Quick Selection -> Line -> Object Selection -> Line -> Quick Selection -> Line -> Quick Selection -> Line -> Quick Selection -> Line -> Magic Wand -> Line -> Magic Wand -> Line -> Gradient -> Line -> Gradient -> Dodge -> Gradient -> Line -> Gradient -> Line -> Gradient -> Line -> Gradient -> Line -> Gradient -> Ruler -> Line -> Magic Wand -> Line -> Pen -> Line -> Gradient -> Object Selection -> Gradient -> Object Selection -> Gradient -> Pen -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Move -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Pen -> Brush -> Pen -> Move -> Gradient -> Move -> Gradient -> Move -> Pen -> Ruler -> Gradient -> Ruler -> Gradient -> Ruler -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Pen -> Gradient -> Move -> Gradient -> Pen -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Move -> Gradient -> Pen -> Gradient -> Hand -> Pen -> Gradient -> Pen -> Gradient -> Dodge -> Gradient -> Line -> Gradient -> Blur -> Gradient -> Blur -> Gradient -> Blur -> Gradient -> Blur -> Gradient -> Blur -> Gradient -> Zoom -> Note -> Zoom -> Gradient -> Line -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Move -> Gradient -> Move -> Blur -> Gradient -> Blur -> Move -> Gradient -> Line -> Gradient -> Line -> Gradient -> Line -> Gradient -> Move -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Dodge -> Gradient -> Dodge -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Brush -> Count -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Move -> Gradient -> Pen -> Gradient -> Move -> Gradient -> Pen -> Gradient -> Pen -> Move -> Pen -> Move -> Line -> Move -> Pen -> Marquee -> Move -> Marquee -> Move -> Marquee -> Move -> Gradient -> Move -> Gradient -> Move -> Gradient -> Dodge -> Gradient -> Burn -> Dodge -> Gradient -> Dodge -> Gradient -> Line -> Gradient -> Pen -> Blur -> Pen -> Gradient -> Pen -> Gradient -> Rectangle -> Gradient -> Rectangle -> Gradient -> Rectangle -> Gradient -> Rectangle -> Gradient -> Slice -> Rectangle -> Gradient -> Rectangle -> Gradient -> Rectangle -> Gradient -> Rectangle -> Slice -> Gradient -> Rectangle -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Slice -> Gradient -> Note -> Gradient -> Note -> Gradient -> Pen -> Gradient -> Pen -> Gradient -> Dodge -> Gradient -> Dodge -> Gradient -> Dodge -> Gradient -> Dodge -> Gradient -> Slice -> Gradient -> Blur -> Gradient -> Blur -> Gradient -> Dodge -> Gradient -> Burn -> Line -> Burn -> Dodge -> Gradient -> Dodge -> Gradient -> Dodge -> Gradient -> Blur -> Gradient -> Blur -> Gradient -> Burn -> Gradient -> Burn -> Gradient -> Dodge -> Gradient -> Pen -> Gradient -> Slice -> Gradient -> Note -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Note -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Pen -> Gradient -> Brush -> Gradient -> Pen -> Gradient -> Note -> Gradient -> Pen -> Brush -> Gradient -> Brush -> Gradient -> Note -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Move -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Move -> Brush -> Gradient -> Move -> Brush -> Gradient -> Move -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Note -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Move -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Move -> Brush -> Move -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Move -> Brush -> Pen -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Line -> Brush -> Gradient -> Move -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Move -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Move -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush -> Gradient -> Brush,Retouching,Intermediate,Young,11/6/2021,Male,10000.0,1141365.0,189.0,US,https://www.youtube.com/watch?v=_nQKf_Fgk_M&list=PLIke35aX3K3nqejLcs6ZoajItv3BkrKsz&index=2,,,Gradient,Brush,Line,7344,694,598
